,principal_component_1,principal_component_2
0,30.086988622442142,1.3733412032617924
1,-12.157077829696098,-0.4494674691422804
2,-24.48539960682165,-1.3526653256853152
3,-20.18346398530773,-1.1943783552811693
4,-22.788071006685186,-1.2919817017520776
5,-7.7395149232291605,2.0224990700110235
6,27.92710923046042,0.6247591378697781
7,-8.711731655409695,-2.8622514858884323
8,8.104660182376984,-2.742543405825525
9,26.333364655993577,2.4903641130299006
10,1.3981580150814052,0.37687946208289047
11,-2.641827050847372,0.11641669965267265
12,-18.110400509722414,3.658702900636122
13,-6.632594748807747,0.04973890890484937
14,-1.4800031900228812,-2.2732305792055936
15,-7.106982843299273,-1.4857636713569276
16,5.319744779094121,0.24826362411475902
17,13.484792247765235,0.14512021709377754
18,-10.897187732190368,0.6228652876726991
19,-9.936663597139766,-1.488897090148594
20,-10.137464432147283,-0.24575122732039495
21,-6.058891313948097,-0.22452639606791666
22,7.4879348338081675,0.7152501357468755
23,20.068848708115194,3.753446389864021
24,-15.884016244329384,-0.26219864374785645
25,-7.12544740484712,-0.24510345264863778
26,3.448722404396213,-3.3825964910819284
27,-11.270790384279056,-0.30824618114734276
28,-10.517789987851488,-2.513940907955905
29,27.471716762959264,3.8764057710708246
30,-24.69277299782133,-1.9540584526613356
31,7.317723992128985,-0.5847945387103426
32,6.200942244188984,3.523104691915962
33,4.199685793905216,-2.8938176274245926
34,14.19467021628386,-0.9022805063046124
35,-9.16236513390373,3.12907491217992
36,-2.4414595239208103,-3.317632190743788
37,16.725030792402173,1.290301237356431
38,-21.709676571408423,-1.9045101305847383
39,10.190829862793917,-1.4918188681708788
40,0.8349831988092146,-3.3292855238088896
41,-8.7528248947034,-0.945999936270228
42,-2.6913986303281137,1.8699406461993622
43,38.577498879616364,-2.094130678635566
44,-15.329410463961226,1.6110130553818138
45,9.842514804860249,3.583590101808798
46,-9.364751734495945,1.208129558809864
47,-9.25834885704327,1.389135599363259
48,-9.11908620071414,-0.3810004789780458
49,7.3156429832541905,2.1216267032546274
50,16.008204934401174,-1.8495456741680565
51,-6.94187899368668,0.04460179190025233
52,18.893871634408814,0.03908221953452168
53,-9.157615330516478,0.4673559035856727
54,-3.347492938178496,0.8400017671617279
55,-10.597756928609936,-0.2936128777115344
56,-5.781350255790258,-0.32745490031365565
57,7.835298690386349,-2.080539780841741
58,-5.2315722094755674,1.2690117992854435
59,-11.871854085568625,-1.0923914762418496
60,4.125917375990493,2.2418557480887626
61,-12.991642097786311,1.4129612905846984
62,-7.471306314988122,0.3273312793374572
63,11.110959821938307,-1.1153956926971258
64,9.18110790265083,1.1559714079217132
65,-16.68788804482658,-1.071382928354949
66,-7.12697943643002,1.6761347453153987
67,7.186414316998171,-2.2469448091984874
68,-9.748666051071266,-0.6781763121007791
69,17.610549772718024,-2.857392823029561
70,-10.794342612868217,0.32638806604327547
71,12.816840044674553,-2.913037336023615
72,17.67541573381552,1.6494898845291437
73,-21.79316546688347,-1.3415591101649142
74,-8.255865557605294,3.035643994955357
75,0.4143287977320672,-2.4234359450033867
76,13.995799521774105,-0.6118470348269502
77,10.56789854904345,1.1790055777165187
78,8.024511896059627,-1.2262057783203566
79,-7.720078061446568,0.03167614266287927
80,-7.635892768415203,3.13491926023514
81,12.706107491314576,-1.8097772824510407
82,-6.3607860200451825,-2.97615296641962
83,1.7318986382037695,1.105140912812141
84,0.8544111413257387,0.8104211890417721
85,9.801054471564196,1.175296101834163
86,-1.7427462287633917,-1.0694349769160945
87,1.2135943746515572,1.8444258287392066
88,-3.646947157920418,-2.384209379614729
89,-9.89187817852658,-2.1759282118205054
90,10.301452716616089,3.5912129205898125
91,-26.96891864435308,-1.9382815281034775
92,10.819894225524086,-0.08061692075763158
93,-1.8181986083250086,0.773664528775385
94,5.888734901261662,-0.2316584901022609
95,14.741178167297509,3.6649554066235432
96,-8.730598466129393,-3.2006101844718486
97,7.7922998540128265,-0.29465395013481654
98,26.942940473327535,3.8676229581274835
99,-7.0916180149727435,-0.1538441220907141
100,6.094033044803598,-0.5129564605644038
101,-4.707934105158507,0.39115830181652106
102,-8.26924168071209,0.7756335850436719
103,-8.433991833486488,0.5915980871674318
104,2.2354619969705523,-0.04761036264443068
105,8.856054114857548,-0.900426320496458
106,5.642235221181884,3.5138247386173354
107,-13.516900744076471,-2.168365303359614
108,7.103113083134138,3.0515477252829784
109,12.129758996369794,-1.5488600491252669
110,-11.297534173552643,1.1682580206146378
111,25.527713998722565,-0.7915173400889806
112,-0.228926212097119,-3.188633554970679
113,-5.264010798612095,-0.6544671211151476
114,11.81752718187129,-2.564776914425692
115,-8.022361454218702,0.7994417326031332
116,-11.926088217107894,0.9462319004052303
117,4.527986044027343,-2.2225639083062285
118,18.143895290752464,-2.8795378163507657
119,16.001908212904397,-0.29071126419240806
120,-9.768363128475027,0.4982597650158571
121,12.613612558996728,0.7248691964300564
122,0.7036883479120424,0.45569619191714666
123,13.00519563152544,3.636121266017096
124,-13.69340644663381,1.5565540009350685
125,16.148437458231292,-2.7609248874880987
126,-11.698698702214736,1.6927726057998502
127,1.9319765889858338,-2.412648098887081
128,-1.9834553034029048,-0.27541719101536083
129,-9.505760558590495,0.47860976319260706
130,-3.878967278272764,0.09547582159093879
131,-10.118864317950461,0.8021646485732712
132,10.315431357812118,0.7451252482152662
133,-11.808477077790084,2.723237853982746
134,-8.387027914989533,1.957155368212573
135,1.872337841421321,-2.1604655007272973
136,-11.48705287209613,3.0306611545351627
137,9.473682620512038,-2.001075876312413
138,-3.7868360338560074,1.0015347890638011
139,1.044597112949496,-1.101079654962093
140,-13.436882179941932,-0.25732508017684375
141,10.917935454571747,1.119672774405763
142,-12.463195200406746,-1.8770305970672139
143,0.4136570254888688,1.2960025632628431
144,-4.317484945335633,-0.7547092281478056
145,-7.973152122231932,-0.22433357453394273
146,11.851976975594917,-0.2202826591232498
147,5.075365057571061,2.6586162777872913
148,-11.652707666823405,-1.3495085363137065
149,8.419745588193454,1.2588195785559897
150,-13.040833584875648,0.767474992516323
151,15.504710772645895,-2.6510404485364014
152,8.257630294054243,1.347766630973653
153,-6.011137282132768,-0.9473102114230523
154,-5.806285817057488,-1.09699007304575
155,5.850428626499896,1.1689854204410859
156,8.207011800320814,0.7979966934088979
157,-9.901640855379757,0.2620874428881835
158,3.511279274988935,-0.35881910479560764
159,9.092161976212097,1.6782510568555482
160,-10.43441939547972,-0.8352284614770132
161,5.195975361640482,0.5425974630962493
162,-6.469333001510386,1.5263668548301619
163,-3.301164084472806,0.647398474242672
164,-10.408277487790517,1.9029230095319274
165,5.2946180610849245,-3.204844049867489
166,-2.4676969776316984,1.0270575171272927
167,5.517766397081862,-0.6076882531533734
168,-10.584439916250457,0.03486778381581528
169,10.354039819779048,-2.4009917395956855
170,7.593621090209058,-0.7337604640269728
171,-2.609397676650589,-0.9451846280343372
172,12.539090320236246,0.9949614272068571
173,-10.668525633564252,-1.8356747189035665
174,0.21168564852776153,0.7007164903518406
175,-11.20843456329547,2.9893760119007053
176,16.001643715976726,-0.5337559053273947
177,-1.523153704718149,-2.640290500630292
178,-6.714004467665366,3.5900628200174434
179,9.875393333664261,2.5128618817079635
180,-5.907557677576376,-0.2272973634008633
181,4.869917952090598,1.2553737415633603
182,-9.128323372950653,-3.285177372860205
183,-13.172377635552044,-0.3407672899396579
184,-21.664569893421,-1.1435968401576635
